label,temp_celcius,audio_peak_hz,co2_ppm,weight_kg
0,33.25029714256321,114.73216183125444,801.9242965315527,24.726108198305873
3,36.290942572590744,505.24650788616975,747.9827035366833,20.387935075780234
1,32.610427533236404,373.8891287301354,2419.406274007077,25.036813407117837
0,33.67730062652156,121.54955987327398,524.5460324344403,17.607265315006003
0,35.01128521600482,163.89618876297368,735.0839174617417,22.561832895225187
0,35.71987620316963,108.98586580619263,919.0727700715723,17.81873067535941
0,35.19213640925526,175.44522638000004,755.3935881135341,28.46961616595629
2,26.691727360157078,113.02430055694472,675.3616597485452,6.074884009639478
0,34.79737717083264,166.5689981303857,947.9564758858905,16.348686347578273
1,34.853415558780306,375.02523734584,2286.408031822323,31.669428727502865
0,34.87946429489338,129.09684544711274,568.5795172635651,37.48707563209927
3,34.281191423969375,579.1013283542363,683.9368880474506,25.230031933681705
2,25.31260331185563,157.81326790000668,651.5826048751263,4.038328609663033
0,34.46870343605024,133.83474431421786,655.0630520370119,39.121652955015236
0,34.12301770556666,119.74335947771375,773.6932316151964,18.40515750848745
0,34.359662461566614,91.12122924982262,873.7258470870175,25.10053233434549
0,33.65352159290231,160.4895014189908,798.6067157648276,25.898111363159618
0,34.45083018660262,103.05591685913834,846.0471609029356,31.725738102262074
0,34.00570444642454,152.86032598323925,1072.0111547773135,26.79869487563394
0,33.94820534139212,142.09655351753253,748.5681707663654,22.506830521057744
0,34.58994707557674,170.37428326314586,841.7522951967004,20.24407814806022
0,35.196001143172296,140.93863501530407,723.6179956101298,23.290890898769323
0,34.95915830300115,140.11656640958725,673.0460420169541,19.96536319527428
0,33.71474969818841,171.95612112864887,712.2638519873345,25.239126598923416
0,34.005185931714834,160.05174087252354,728.1862142717467,22.179019100697566
1,34.94077118798822,362.6462382873111,2607.842739264138,17.529811033551248
0,34.00875630323085,164.07802769425578,1152.3613680051135,31.27572894187452
0,34.38768342500149,103.93283630378683,692.5934845586239,22.511637382854804
0,34.77502604951228,172.70366039960945,737.5062041576806,18.659315975123437
0,34.01582777256818,168.37406382040808,790.5315480333128,24.158704327562294
0,34.55268775307298,119.49950614270509,859.3698273064621,25.341857829838293
0,33.832987252540896,142.67758578977396,839.5326217932177,16.267666372104834
0,34.1993161780244,148.82078137117105,992.6143690922175,26.658238335628813
3,34.31978193414254,543.2751607799133,457.36079294647914,19.764212156548677
3,32.40700626646833,566.6929983284267,461.3070129804327,33.55514404595394
2,26.321424213881198,192.9410034549355,650.4121827989851,5.785940768115102
0,34.49018110053666,182.45300183018486,964.5950281315563,23.000500049453418
0,34.77624497720858,110.63342419705782,565.1527952591606,21.27416114841325
0,34.61195706703233,168.66209970918146,400.0,24.47516146218188
0,35.18207021498692,189.8679995860623,885.6769109328814,28.063953707916447
0,34.562612251323955,161.60425562067607,836.5485835554072,24.872529357074
0,34.285297229437376,182.729412755579,636.4687389800855,23.914205964315716
0,34.56114875151614,210.36811337102296,652.1690598918606,25.29185145408948
3,34.543298029036386,601.1854773053491,603.0256280365326,21.980705343815227
0,34.52443003516285,157.47925786925185,816.5802976210911,23.28397036578481
0,34.52029584560194,181.3526542225426,706.0527085725489,14.57103780547498
0,34.14900415609662,154.34663499290673,874.1095878463279,29.868631154261838
0,34.16854954122453,150.71709129854867,400.0,26.49398890160881
0,33.79869736410015,139.45757292858804,671.4722202308301,21.132720779832848
0,35.37478837159347,196.90240076496326,631.0919058633425,34.49367490677619
3,32.75613676460871,509.07856670289993,674.3659321627508,25.43508240196193
1,33.30709480220409,411.29470898712464,2338.5856724529585,19.819282140124017
3,33.2815927344308,574.9932061870186,779.7843779895767,29.283687107352293
2,27.684773130833324,108.02081475594176,514.0663228339943,5.597072324763894
0,34.352525160853986,161.02947878974265,806.8237214496128,26.972899927421096
3,35.24774207267373,444.9986746174188,755.8336423211706,22.87122197674205
0,34.163254687878066,168.76524050493106,1078.4971154842933,27.252478618890173
0,34.6394970811119,176.55694448966972,727.7351043359787,23.691208548894526
0,34.082326473370124,132.22932133043838,848.6687906528775,27.779707258229212
0,35.5725745638867,153.70643087866748,529.4205811156453,15.475277729946805
0,33.906200790485244,208.62472301250858,441.2065693530464,22.830632685104053
0,34.654910355113515,134.8275988721419,926.7161563672549,33.610775489040975
2,26.901330642796296,118.23277238830198,699.443970635193,3.849398816899549
0,34.70689954872575,194.44990207387798,976.7769034697634,21.980808512534068
0,34.407356170561144,208.87761571592384,593.9895666545376,22.760193307750125
0,34.435089650133285,150.1108701554354,877.9853209293128,18.92596932055678
0,34.521905735989556,180.3438910622507,1080.322676081578,13.95859611885874
2,24.558993995114534,190.24427746592642,741.9705608357266,4.654120402214581
0,34.98193955839746,127.72547302384848,841.4872258386573,25.679297120408286
3,36.210523001591355,525.7347082316065,700.855608082435,24.737474657306738
1,33.442508214992166,399.2349805261894,2028.7355628622263,24.275607190260565
0,33.81509851021046,200.55042836125529,1003.3359403565522,25.215204354251938
0,34.45585897582437,166.88642580523066,708.3713540292401,30.11420735775382
2,32.73912801296296,123.60556939493837,750.4483256383016,4.714330721106175
1,33.19632543203027,429.48244446797764,2031.089708028624,22.129587114563652
1,35.63911680544407,328.7611640875214,2146.1621006476657,23.594372575559568
1,35.67770081407644,336.59448875314195,2930.5262197666707,27.896733798783877
0,34.223205879146,160.27013503468865,747.9046566563236,32.06013439271625
0,34.784491539592636,196.62481262144323,1017.9913214063818,21.85928130415411
0,35.31419831156427,175.6192792965667,788.2654011412224,25.494668935144418
2,23.862616777037537,162.44596501085732,515.8102227042143,5.507536162903939
0,34.39820981994882,163.8986559035432,933.8101399597581,20.037109966355885
0,34.20915954302568,151.30544005930398,711.5161523366588,25.10208583606459
0,33.99262163465357,166.74418543555518,904.8033220275565,17.671630713289524
0,34.17536122746699,74.11319766917092,803.7816301310123,16.154748481303006
0,33.88802986661887,141.10177622790604,568.5322658085695,26.833732039461285
1,34.034083468259226,359.6528773966712,2549.2884296111706,23.080626293346086
0,34.11501338447068,115.46957749141478,1129.4334713229198,26.011402038106095
2,25.701357735372245,161.5896995343468,749.2986458514459,4.973157534487475
0,33.72205217689819,143.86586337041635,791.3723370491805,20.117999756681012
0,34.66544011610723,202.6642709494647,961.3015102935346,24.773728490178318
1,34.83352896160893,412.9207890085943,2563.200539560933,18.834493474925722
1,32.00626435742854,331.3677772352735,2562.8602690788384,31.954861790007
0,34.687028284923784,145.47486865299913,636.2562241761347,18.220148275700183
1,35.22766899247329,347.0420973756643,2570.1544077368794,24.02107364515709
